gcc -O2 -o testED src/evolucion_diferencial.c src/f_utiles.c src/funciones_objetivo.c src/testED.c src/benchmarkOR.c -lm
./testED 4 200 data/g4.txt 300000 1 0.05 0.45 0.8 1
#Parametros: 
#tamanio Poblacion: 200 , dimension: 5 
#num max de Evals: 300000 
#CR: 0.45, F: 0.8 
#Total de Repeticiones: 1 
#
#CR: 0.45, F: 0.8 
gen 0 eps 1 tFac 0 bestEval -32217.4 STV 3.23715 
gen 1 eps 1 tFac 0 bestEval -32217.4 STV 3.23715 
gen 2 eps 1 tFac 0 bestEval -32217.4 STV 3.23715 
gen 3 eps 1 tFac 0 bestEval -32217.4 STV 3.23715 
gen 4 eps 1 tFac 0 bestEval -32217.4 STV 3.23715 
gen 5 eps 1 tFac 0 bestEval -32217.4 STV 3.23715 
gen 6 eps 1 tFac 0 bestEval -32217.4 STV 3.23715 
gen 7 eps 1 tFac 0 bestEval -32217.4 STV 3.23715 
gen 8 eps 1 tFac 0 bestEval -32217.4 STV 3.23715 
gen 9 eps 1 tFac 0 bestEval -32217.4 STV 3.23715 
gen 10 eps 1 tFac 0 bestEval -32217.4 STV 3.23715 
gen 11 eps 1 tFac 0 bestEval -32217.4 STV 3.23715 
gen 12 eps 1 tFac 0 bestEval -32217.4 STV 3.23715 
gen 13 eps 1 tFac 0 bestEval -32217.4 STV 3.23715 
gen 14 eps 1 tFac 0 bestEval -32217.4 STV 3.23715 
gen 15 eps 1 tFac 0 bestEval -32217.4 STV 3.23715 
gen 16 eps 1 tFac 0 bestEval -32217.4 STV 3.23715 
gen 17 eps 1 tFac 0 bestEval -32217.4 STV 3.23715 
gen 18 eps 1 tFac 0 bestEval -32217.4 STV 3.23715 
gen 19 eps 1 tFac 0 bestEval -32217.4 STV 3.23715 
gen 20 eps 1 tFac 0 bestEval -32217.4 STV 3.23715 
gen 21 eps 1 tFac 0 bestEval -32217.4 STV 3.23715 
gen 22 eps 1 tFac 0 bestEval -32217.4 STV 3.23715 
gen 23 eps 1 tFac 0 bestEval -32217.4 STV 3.23715 
gen 24 eps 1 tFac 0 bestEval -32217.4 STV 3.23715 
gen 25 eps 1 tFac 0 bestEval -32217.4 STV 3.23715 
gen 26 eps 1 tFac 0 bestEval -32217.4 STV 3.23715 
