gcc -O2 -o testED src/evolucion_diferencial.c src/f_utiles.c src/funciones_objetivo.c src/testED.c src/benchmarkOR.c -lm
./testED 13 200 data/g13.txt 300000 1 0.05 0.45 0.8 1
#Parametros: 
#tamanio Poblacion: 200 , dimension: 5 
#num max de Evals: 300000 
#CR: 0.45, F: 0.8 
#Total de Repeticiones: 1 
#
#CR: 0.45, F: 0.8 
gen 0 eps 1 tFac 1 bestEval 0.518874 STV 0 
gen 1 eps 1 tFac 2 bestEval 0.518874 STV 0 
gen 2 eps 1 tFac 3 bestEval 0.518874 STV 0 
gen 3 eps 1 tFac 3 bestEval 0.518874 STV 0 
gen 4 eps 1 tFac 4 bestEval 0.518874 STV 0 
gen 5 eps 1 tFac 4 bestEval 0.518874 STV 0 
gen 6 eps 1 tFac 6 bestEval 0.518874 STV 0 
gen 7 eps 1 tFac 8 bestEval 0.518874 STV 0 
gen 8 eps 1 tFac 8 bestEval 0.518874 STV 0 
gen 9 eps 1 tFac 8 bestEval 0.518874 STV 0 
gen 10 eps 1 tFac 10 bestEval 0.518874 STV 0 
gen 11 eps 1 tFac 10 bestEval 0.518874 STV 0 
gen 12 eps 1 tFac 12 bestEval 0.518874 STV 0 
gen 13 eps 1 tFac 13 bestEval 0.518874 STV 0 
gen 14 eps 1 tFac 14 bestEval 0.518874 STV 0 
gen 15 eps 1 tFac 17 bestEval 0.43471 STV 0 
gen 16 eps 1 tFac 18 bestEval 0.43471 STV 0 
gen 17 eps 0.9 tFac 14 bestEval 0.43471 STV 0 
gen 18 eps 0.9 tFac 15 bestEval 0.43471 STV 0 
gen 19 eps 0.9 tFac 18 bestEval 0.423786 STV 0 
gen 20 eps 0.9 tFac 18 bestEval 0.423786 STV 0 
gen 21 eps 0.81 tFac 9 bestEval 0.43471 STV 0 
gen 22 eps 0.81 tFac 9 bestEval 0.43471 STV 0 
gen 23 eps 0.81 tFac 11 bestEval 0.43471 STV 0 
gen 24 eps 0.81 tFac 14 bestEval 0.43471 STV 0 
gen 25 eps 0.81 tFac 15 bestEval 0.43471 STV 0 
gen 26 eps 0.81 tFac 16 bestEval 0.43471 STV 0 
gen 27 eps 0.81 tFac 17 bestEval 0.43471 STV 0 
gen 28 eps 0.81 tFac 19 bestEval 0.43471 STV 0 
gen 29 eps 0.81 tFac 20 bestEval 0.43471 STV 0 
gen 30 eps 0.729 tFac 14 bestEval 0.43471 STV 0 
gen 31 eps 0.729 tFac 15 bestEval 0.43471 STV 0 
gen 32 eps 0.729 tFac 15 bestEval 0.43471 STV 0 
gen 33 eps 0.729 tFac 15 bestEval 0.43471 STV 0 
gen 34 eps 0.729 tFac 15 bestEval 0.43471 STV 0 
gen 35 eps 0.729 tFac 15 bestEval 0.43471 STV 0 
gen 36 eps 0.729 tFac 15 bestEval 0.43471 STV 0 
gen 37 eps 0.729 tFac 16 bestEval 0.43471 STV 0 
gen 38 eps 0.729 tFac 17 bestEval 0.43471 STV 0 
gen 39 eps 0.729 tFac 18 bestEval 0.43471 STV 0 
gen 40 eps 0.729 tFac 19 bestEval 0.43471 STV 0 
gen 41 eps 0.729 tFac 19 bestEval 0.43471 STV 0 
gen 42 eps 0.729 tFac 20 bestEval 0.43471 STV 0 
gen 43 eps 0.6561 tFac 14 bestEval 0.45824 STV 0 
gen 44 eps 0.6561 tFac 15 bestEval 0.366941 STV 0 
gen 45 eps 0.6561 tFac 16 bestEval 0.366941 STV 0 
gen 46 eps 0.6561 tFac 17 bestEval 0.366941 STV 0 
gen 47 eps 0.6561 tFac 19 bestEval 0.366941 STV 0 
gen 48 eps 0.6561 tFac 19 bestEval 0.366941 STV 0 
gen 49 eps 0.6561 tFac 19 bestEval 0.366941 STV 0 
gen 50 eps 0.6561 tFac 20 bestEval 0.366941 STV 0 
gen 51 eps 0.6561 tFac 20 bestEval 0.366941 STV 0 
gen 52 eps 0.6561 tFac 20 bestEval 0.366941 STV 0 
gen 53 eps 0.6561 tFac 20 bestEval 0.366941 STV 0 
gen 54 eps 0.59049 tFac 15 bestEval 0.366941 STV 0 
gen 55 eps 0.59049 tFac 15 bestEval 0.366941 STV 0 
gen 56 eps 0.59049 tFac 18 bestEval 0.366941 STV 0 
gen 57 eps 0.59049 tFac 20 bestEval 0.366941 STV 0 
gen 58 eps 0.531441 tFac 15 bestEval 0.366941 STV 0 
gen 59 eps 0.531441 tFac 16 bestEval 0.366941 STV 0 
gen 60 eps 0.531441 tFac 16 bestEval 0.366941 STV 0 
gen 61 eps 0.531441 tFac 18 bestEval 0.366941 STV 0 
gen 62 eps 0.531441 tFac 20 bestEval 0.366941 STV 0 
gen 63 eps 0.478297 tFac 14 bestEval 0.401169 STV 0 
gen 64 eps 0.478297 tFac 14 bestEval 0.401169 STV 0 
gen 65 eps 0.478297 tFac 14 bestEval 0.401169 STV 0 
gen 66 eps 0.478297 tFac 14 bestEval 0.401169 STV 0 
gen 67 eps 0.478297 tFac 16 bestEval 0.401169 STV 0 
gen 68 eps 0.478297 tFac 16 bestEval 0.401169 STV 0 
gen 69 eps 0.478297 tFac 16 bestEval 0.401169 STV 0 
gen 70 eps 0.478297 tFac 16 bestEval 0.401169 STV 0 
gen 71 eps 0.478297 tFac 17 bestEval 0.401169 STV 0 
gen 72 eps 0.478297 tFac 17 bestEval 0.401169 STV 0 
gen 73 eps 0.478297 tFac 18 bestEval 0.401169 STV 0 
gen 74 eps 0.478297 tFac 19 bestEval 0.401169 STV 0 
gen 75 eps 0.478297 tFac 19 bestEval 0.401169 STV 0 
gen 76 eps 0.478297 tFac 19 bestEval 0.401169 STV 0 
gen 77 eps 0.478297 tFac 19 bestEval 0.401169 STV 0 
gen 78 eps 0.478297 tFac 19 bestEval 0.401169 STV 0 
gen 79 eps 0.478297 tFac 20 bestEval 0.401169 STV 0 
gen 80 eps 0.478297 tFac 20 bestEval 0.401169 STV 0 
gen 81 eps 0.430467 tFac 14 bestEval 0.401169 STV 0 
gen 82 eps 0.430467 tFac 14 bestEval 0.401169 STV 0 
gen 83 eps 0.430467 tFac 14 bestEval 0.401169 STV 0 
gen 84 eps 0.430467 tFac 16 bestEval 0.401169 STV 0 
gen 85 eps 0.430467 tFac 16 bestEval 0.401169 STV 0 
gen 86 eps 0.430467 tFac 17 bestEval 0.401169 STV 0 
gen 87 eps 0.430467 tFac 18 bestEval 0.401169 STV 0 
gen 88 eps 0.430467 tFac 18 bestEval 0.401169 STV 0 
