gcc -O2 -o testED src/evolucion_diferencial.c src/f_utiles.c src/funciones_objetivo.c src/testED.c src/benchmarkOR.c -lm
./testED 5 200 data/g5.txt 300000 1 0.05 0.45 0.8 1
#Parametros: 
#tamanio Poblacion: 200 , dimension: 4 
#num max de Evals: 300000 
#CR: 0.45, F: 0.8 
#Total de Repeticiones: 1 
#
#CR: 0.45, F: 0.8 
gen 0 eps 1 tFac 0 bestEval 6633.38 STV 135.793 
gen 1 eps 1 tFac 0 bestEval 5606.43 STV 75.1553 
gen 2 eps 1 tFac 0 bestEval 5541.06 STV 58.2946 
gen 3 eps 1 tFac 0 bestEval 5541.06 STV 58.2946 
gen 4 eps 1 tFac 0 bestEval 5541.06 STV 58.2946 
gen 5 eps 1 tFac 0 bestEval 5541.06 STV 58.2946 
gen 6 eps 1 tFac 0 bestEval 5541.06 STV 58.2946 
gen 7 eps 1 tFac 0 bestEval 5686.83 STV 43.3569 
gen 8 eps 1 tFac 0 bestEval 5686.83 STV 43.3569 
gen 9 eps 1 tFac 0 bestEval 5686.83 STV 43.3569 
gen 10 eps 1 tFac 0 bestEval 5686.83 STV 43.3569 
gen 11 eps 1 tFac 0 bestEval 5292.23 STV 4.69653 
gen 12 eps 1 tFac 0 bestEval 5292.23 STV 4.69653 
gen 13 eps 1 tFac 0 bestEval 5292.23 STV 4.69653 
gen 14 eps 1 tFac 0 bestEval 5292.23 STV 4.69653 
gen 15 eps 1 tFac 0 bestEval 5292.23 STV 4.69653 
gen 16 eps 1 tFac 0 bestEval 5292.23 STV 4.69653 
gen 17 eps 1 tFac 0 bestEval 5292.23 STV 4.69653 
gen 18 eps 1 tFac 0 bestEval 5292.23 STV 4.69653 
gen 19 eps 1 tFac 0 bestEval 5292.23 STV 4.69653 
gen 20 eps 1 tFac 0 bestEval 5292.23 STV 4.69653 
gen 21 eps 1 tFac 0 bestEval 5292.23 STV 4.69653 
gen 22 eps 1 tFac 0 bestEval 5292.23 STV 4.69653 
gen 23 eps 1 tFac 0 bestEval 5292.23 STV 4.69653 
gen 24 eps 1 tFac 0 bestEval 5292.23 STV 4.69653 
gen 25 eps 1 tFac 0 bestEval 5292.23 STV 4.69653 
gen 26 eps 1 tFac 0 bestEval 5292.23 STV 4.69653 
gen 27 eps 1 tFac 0 bestEval 5292.23 STV 4.69653 
gen 28 eps 1 tFac 0 bestEval 5292.23 STV 4.69653 
gen 29 eps 1 tFac 0 bestEval 5292.23 STV 4.69653 
gen 30 eps 1 tFac 0 bestEval 5292.23 STV 4.69653 
gen 31 eps 1 tFac 0 bestEval 5292.23 STV 4.69653 
gen 32 eps 1 tFac 0 bestEval 5292.23 STV 4.69653 
gen 33 eps 1 tFac 0 bestEval 5292.23 STV 4.69653 
gen 34 eps 1 tFac 0 bestEval 5292.23 STV 4.69653 
gen 35 eps 1 tFac 0 bestEval 5292.23 STV 4.69653 
gen 36 eps 1 tFac 0 bestEval 5292.23 STV 4.69653 
gen 37 eps 1 tFac 0 bestEval 5292.23 STV 4.69653 
gen 38 eps 1 tFac 0 bestEval 5292.23 STV 4.69653 
gen 39 eps 1 tFac 0 bestEval 5292.23 STV 4.69653 
gen 40 eps 1 tFac 0 bestEval 5189.01 STV 3.53538 
gen 41 eps 1 tFac 0 bestEval 5189.01 STV 3.53538 
gen 42 eps 1 tFac 0 bestEval 5189.01 STV 3.53538 
gen 43 eps 1 tFac 0 bestEval 5189.01 STV 3.53538 
gen 44 eps 1 tFac 0 bestEval 5189.01 STV 3.53538 
gen 45 eps 1 tFac 0 bestEval 5189.01 STV 3.53538 
gen 46 eps 1 tFac 0 bestEval 5189.01 STV 3.53538 
gen 47 eps 1 tFac 0 bestEval 5189.01 STV 3.53538 
gen 48 eps 1 tFac 0 bestEval 5189.01 STV 3.53538 
gen 49 eps 1 tFac 0 bestEval 5189.01 STV 3.53538 
gen 50 eps 1 tFac 0 bestEval 5189.01 STV 3.53538 
gen 51 eps 1 tFac 0 bestEval 5189.01 STV 3.53538 
gen 52 eps 1 tFac 0 bestEval 5189.01 STV 3.53538 
gen 53 eps 1 tFac 0 bestEval 5189.01 STV 3.53538 
gen 54 eps 1 tFac 0 bestEval 5189.01 STV 3.53538 
gen 55 eps 1 tFac 0 bestEval 5189.01 STV 3.53538 
gen 56 eps 1 tFac 0 bestEval 5189.01 STV 3.53538 
gen 57 eps 1 tFac 0 bestEval 5189.01 STV 3.53538 
gen 58 eps 1 tFac 0 bestEval 5189.01 STV 3.53538 
gen 59 eps 1 tFac 0 bestEval 5189.01 STV 3.53538 
gen 60 eps 1 tFac 0 bestEval 5189.01 STV 3.53538 
gen 61 eps 1 tFac 1 bestEval 5128.55 STV 0 
gen 62 eps 1 tFac 1 bestEval 5128.55 STV 0 
gen 63 eps 1 tFac 1 bestEval 5128.55 STV 0 
gen 64 eps 1 tFac 1 bestEval 5128.55 STV 0 
gen 65 eps 1 tFac 1 bestEval 5128.55 STV 0 
gen 66 eps 1 tFac 1 bestEval 5128.55 STV 0 
gen 67 eps 1 tFac 1 bestEval 5128.55 STV 0 
gen 68 eps 1 tFac 1 bestEval 5128.55 STV 0 
